"direction","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"Upregulated","ABCA9",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell"
"Upregulated","ABI3BP",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; FetalMuscle_Fetal mesenchymal progenitor; Fetal_HCA_Muscle_Skeletal muscle cells","Smooth muscle cell; Fetal stromal cell; mesenchymal stem cell; Fetal mesenchymal progenitor; Skeletal muscle cells","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","ADAMTSL3",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","APOL1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; FetalMuscle_Dendritic cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","Smooth muscle cell; Dendritic cell; endothelial cell of vascular tree; capillary endothelial cell","Smooth muscle cell; Dendritic cell; Endothelial cell; Capillary endothelial cell"
"Upregulated","BGN",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell; FetalMuscle_Fetal mesenchymal progenitor; FetalMuscle_Smooth muscle cell","Smooth muscle cell; Stromal cells; mesenchymal stem cell; Smooth muscle cells; endothelial cell of artery; pericyte cell; tendon cell; smooth muscle cell; Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Endothelial cell; Pericyte cell; Cell of skeletal muscle"
"Upregulated","CFH",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_endothelial cell of lymphatic vessel; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_endothelial cell of artery; TS_Muscle_tendon cell","Smooth muscle cell; mesenchymal stem cell; endothelial cell of lymphatic vessel; Satellite cells; endothelial cell of artery; tendon cell","Smooth muscle cell; Mesenchymal stem cell; Endothelial cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Upregulated","COL14A1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Fetal neuron; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell; FetalMuscle_Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; Schwann cells; Fetal neuron; tendon cell; smooth muscle cell; Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Schwann cell; Neuron; Cell of skeletal muscle"
"Upregulated","CRISPLD2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_pericyte cell; FetalMuscle_Smooth muscle cell","Smooth muscle cell; mesenchymal stem cell; Smooth muscle cells; pericyte cell","Smooth muscle cell; Mesenchymal stem cell; Pericyte cell"
"Upregulated","ECM2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_pericyte cell; TS_Muscle_tendon cell; FetalMuscle_Smooth muscle cell","Smooth muscle cell; Stromal cells; mesenchymal stem cell; Smooth muscle cells; pericyte cell; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Pericyte cell; Cell of skeletal muscle"
"Upregulated","EFHD1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; FetalMuscle_Smooth muscle cell","Smooth muscle cell; mesenchymal stem cell; Smooth muscle cells; pericyte cell; smooth muscle cell","Smooth muscle cell; Mesenchymal stem cell; Pericyte cell"
"Upregulated","GALNT16",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","GJA1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphatic endothelial cells; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; Endothelial cell; Lymphatic endothelial cells; endothelial cell of vascular tree; capillary endothelial cell","Smooth muscle cell; Stromal cell; Endothelial cell; Capillary endothelial cell"
"Upregulated","GPC3",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Satellite cells","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; Satellite cells","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Skeletal muscle satellite cell"
"Upregulated","GULP1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Fetal neuron","Smooth muscle cell; Stromal cells; mesenchymal stem cell; Vascular endothelial cells; Schwann cells; Fetal neuron","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Endothelial cell; Schwann cell; Neuron"
"Upregulated","ITGA8",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Schwann cells; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell","Smooth muscle cell; Schwann cells; Satellite cells; pericyte cell; smooth muscle cell","Smooth muscle cell; Schwann cell; Skeletal muscle satellite cell; Pericyte cell"
"Upregulated","KCNAB1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; FetalMuscle_Fetal mesenchymal progenitor; FetalMuscle_Smooth muscle cell","Smooth muscle cell; Myeloid cells; Smooth muscle cells; pericyte cell; smooth muscle cell; Fetal mesenchymal progenitor","Smooth muscle cell; Myeloid cell; Pericyte cell; Mesenchymal stem cell"
"Upregulated","LTBP4",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_endothelial cell of artery; TS_Muscle_tendon cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; Satellite cells; endothelial cell of artery; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Skeletal muscle satellite cell; Endothelial cell; Cell of skeletal muscle"
"Upregulated","MMP2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","NPNT",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; TS_Muscle_skeletal muscle satellite stem cell; FetalMuscle_Fetal skeletal muscle cell; Fetal_HCA_Muscle_Skeletal muscle cells","Smooth muscle cell; endothelial cell of artery; pericyte cell; smooth muscle cell; skeletal muscle satellite stem cell; Fetal skeletal muscle cell; Skeletal muscle cells","Smooth muscle cell; Endothelial cell; Pericyte cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Upregulated","OGN",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell; smooth muscle cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","PDGFRL",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell; FetalMuscle_Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell; Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","PHLDB2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; Fetal_HCA_Muscle_Satellite cells; FetalMuscle_Fetal neuron; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell","Smooth muscle cell; mesenchymal stem cell; Smooth muscle cells; Satellite cells; Fetal neuron; pericyte cell; smooth muscle cell","Smooth muscle cell; Mesenchymal stem cell; Skeletal muscle satellite cell; Neuron; Pericyte cell"
"Upregulated","PI16",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell","Smooth muscle cell; Stromal cells; mesenchymal stem cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell"
"Upregulated","PPL",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Erythroblasts","Smooth muscle cell; mesenchymal stem cell; Erythroblasts","Smooth muscle cell; Mesenchymal stem cell; Erythroblast"
"Upregulated","SCARA3",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_endothelial cell of lymphatic vessel; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; endothelial cell of lymphatic vessel; tendon cell; smooth muscle cell","Smooth muscle cell; Stromal cell; Endothelial cell; Cell of skeletal muscle"
"Upregulated","SYNE2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_mature nk t cell; TS_Muscle_smooth muscle cell; TS_Muscle_cd4-positive, alpha-beta t cell","Smooth muscle cell; Vascular endothelial cells; Satellite cells; endothelial cell of artery; pericyte cell; endothelial cell of vascular tree; t cell; capillary endothelial cell; mature nk t cell; smooth muscle cell; cd4-positive, alpha-beta t cell","Smooth muscle cell; Endothelial cell; Skeletal muscle satellite cell; Pericyte cell; T cell; Capillary endothelial cell; Natural killer cell"
"Upregulated","SYTL2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Smooth muscle cells; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_pericyte cell; TS_Muscle_t cell; TS_Muscle_mature nk t cell; TS_Muscle_smooth muscle cell; TS_Muscle_cd4-positive, alpha-beta t cell; FetalMuscle_Fetal skeletal muscle cell; FetalMuscle_Smooth muscle cell; TS_Muscle_cd8-positive, alpha-beta t cell","Smooth muscle cell; Smooth muscle cells; Satellite cells; pericyte cell; t cell; mature nk t cell; smooth muscle cell; cd4-positive, alpha-beta t cell; Fetal skeletal muscle cell; cd8-positive, alpha-beta t cell","Smooth muscle cell; Skeletal muscle satellite cell; Pericyte cell; T cell; Natural killer cell; Cell of skeletal muscle"
"Upregulated","TGFBR2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Endothelial cell; FetalMuscle_Fetal neuron; Fetal_HCA_Muscle_Lymphatic endothelial cells; TS_Muscle_endothelial cell of vascular tree","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; Vascular endothelial cells; Schwann cells; Endothelial cell; Fetal neuron; Lymphatic endothelial cells; endothelial cell of vascular tree","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Endothelial cell; Schwann cell; Neuron"
"Upregulated","TLN2",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_skeletal muscle satellite stem cell","Smooth muscle cell; mesenchymal stem cell; Satellite cells; skeletal muscle satellite stem cell","Smooth muscle cell; Mesenchymal stem cell; Skeletal muscle satellite cell"
"Upregulated","TMEM47",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_capillary endothelial cell; TS_Muscle_smooth muscle cell; TS_Muscle_skeletal muscle satellite stem cell; FetalMuscle_Fetal skeletal muscle cell; Fetal_HCA_Muscle_Skeletal muscle cells","Smooth muscle cell; endothelial cell of artery; pericyte cell; capillary endothelial cell; smooth muscle cell; skeletal muscle satellite stem cell; Fetal skeletal muscle cell; Skeletal muscle cells","Smooth muscle cell; Endothelial cell; Pericyte cell; Capillary endothelial cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Upregulated","VIT",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell; FetalMuscle_Fetal epithelial progenitor","Smooth muscle cell; Stromal cells; mesenchymal stem cell; Fetal epithelial progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Epithelial fate stem cell"
"Upregulated","VWF",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Vascular endothelial cells; TS_Muscle_endothelial cell of lymphatic vessel; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphatic endothelial cells; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","Smooth muscle cell; Vascular endothelial cells; endothelial cell of lymphatic vessel; Endothelial cell; Lymphatic endothelial cells; endothelial cell of artery; pericyte cell; endothelial cell of vascular tree; capillary endothelial cell","Smooth muscle cell; Endothelial cell; Pericyte cell; Capillary endothelial cell"
"Upregulated","ABCA6",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell","Stromal cell; Mesenchymal stem cell"
"Upregulated","B4GALT1",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_macrophage; TS_Muscle_mature nk t cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell; macrophage; mature nk t cell","Stromal cell; Mesenchymal stem cell; Macrophage; Natural killer cell"
"Upregulated","CDH11",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_tendon cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell; Smooth muscle cells; tendon cell","Stromal cell; Mesenchymal stem cell; Smooth muscle cell; Cell of skeletal muscle"
"Upregulated","CLEC11A",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; TS_Muscle_pericyte cell; FetalMuscle_Smooth muscle cell","Stromal cells; pericyte cell; Smooth muscle cell","Stromal cell; Pericyte cell; Smooth muscle cell"
"Upregulated","CLEC3B",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; Fetal_HCA_Muscle_Vascular endothelial cells; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell","Stromal cells; Vascular endothelial cells; endothelial cell of artery; capillary endothelial cell","Stromal cell; Endothelial cell; Capillary endothelial cell"
"Upregulated","CNTFR",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_fast muscle cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell; fast muscle cell","Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","COL6A6",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell","Stromal cell; Mesenchymal stem cell"
"Upregulated","FAM171B",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_endothelial cell of lymphatic vessel","Stromal cells; Fetal stromal cell; mesenchymal stem cell; endothelial cell of lymphatic vessel","Stromal cell; Mesenchymal stem cell; Endothelial cell"
"Upregulated","FNDC1",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell","Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","GPX8",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell; FetalMuscle_Fetal mesenchymal progenitor","Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell; Fetal mesenchymal progenitor","Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","INHBA",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_macrophage; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell","Stromal cells; Fetal stromal cell; Smooth muscle cells; macrophage; tendon cell; smooth muscle cell","Stromal cell; Smooth muscle cell; Macrophage; Cell of skeletal muscle"
"Upregulated","LEPR",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; TS_Muscle_endothelial cell of artery; TS_Muscle_tendon cell; TS_Muscle_skeletal muscle satellite stem cell","Stromal cells; endothelial cell of artery; tendon cell; skeletal muscle satellite stem cell","Stromal cell; Endothelial cell; Cell of skeletal muscle; Skeletal muscle satellite cell"
"Upregulated","MYOF",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_endothelial cell of artery; TS_Muscle_endothelial cell of vascular tree","Stromal cells; Fetal stromal cell; Smooth muscle cells; endothelial cell of artery; endothelial cell of vascular tree","Stromal cell; Smooth muscle cell; Endothelial cell"
"Upregulated","PHACTR1",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; AdultMuscle_Dendritic cell; FetalMuscle_Dendritic cell; FetalMuscle_Fetal neuron; TS_Muscle_macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_smooth muscle cell; TS_Muscle_mast cell","Stromal cells; Dendritic cell; Fetal neuron; macrophage; capillary endothelial cell; smooth muscle cell; mast cell","Stromal cell; Dendritic cell; Neuron; Macrophage; Capillary endothelial cell; Smooth muscle cell; Mast cell"
"Upregulated","PLP1",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Fetal neuron; TS_Muscle_tendon cell","Stromal cells; Fetal stromal cell; Schwann cells; Fetal neuron; tendon cell","Stromal cell; Schwann cell; Neuron; Cell of skeletal muscle"
"Upregulated","RNF24",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_tendon cell","Stromal cells; Fetal stromal cell; mesenchymal stem cell; Smooth muscle cells; tendon cell","Stromal cell; Mesenchymal stem cell; Smooth muscle cell; Cell of skeletal muscle"
"Upregulated","SLC6A2",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells","Stromal cells","Stromal cell"
"Upregulated","TBC1D2B",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell","Stromal cells; mesenchymal stem cell","Stromal cell; Mesenchymal stem cell"
"Upregulated","TGFBI",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","Stromal cells; Fetal stromal cell; Dendritic cell; Macrophage; Smooth muscle cells; macrophage; skeletal muscle satellite stem cell","Stromal cell; Dendritic cell; Macrophage; Smooth muscle cell; Skeletal muscle satellite cell"
"Upregulated","TMEFF2",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_skeletal muscle satellite stem cell","Stromal cells; Fetal stromal cell; Satellite cells; skeletal muscle satellite stem cell","Stromal cell; Skeletal muscle satellite cell"
"Upregulated","AFF3",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Smooth muscle cells; FetalMuscle_Dendritic cell; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell","Myeloid cells; mesenchymal stem cell; Lymphoid cells; Smooth muscle cells; Dendritic cell; tendon cell; smooth muscle cell","Myeloid cell; Mesenchymal stem cell; Innate lymphoid cell; Smooth muscle cell; Dendritic cell; Cell of skeletal muscle"
"Upregulated","AOAH",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Dendritic cell; Fetal_HCA_Muscle_Lymphatic endothelial cells; TS_Muscle_macrophage; TS_Muscle_t cell; TS_Muscle_mature nk t cell; TS_Muscle_cd4-positive, alpha-beta t cell; TS_Muscle_cd8-positive, alpha-beta t cell","Myeloid cells; Dendritic cell; Macrophage; Lymphoid cells; Lymphatic endothelial cells; macrophage; t cell; mature nk t cell; cd4-positive, alpha-beta t cell; cd8-positive, alpha-beta t cell","Myeloid cell; Dendritic cell; Macrophage; Innate lymphoid cell; Endothelial cell; T cell; Natural killer cell"
"Upregulated","APPL2",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; TS_Muscle_mesenchymal stem cell; FetalMuscle_Fetal epithelial progenitor","Myeloid cells; mesenchymal stem cell; Fetal epithelial progenitor","Myeloid cell; Mesenchymal stem cell; Epithelial fate stem cell"
"Upregulated","C1QA",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; AdultMuscle_Macrophage; TS_Muscle_macrophage","Myeloid cells; Dendritic cell; Macrophage; macrophage","Myeloid cell; Dendritic cell; Macrophage"
"Upregulated","C1QC",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; AdultMuscle_Macrophage; TS_Muscle_macrophage; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Dendritic cell; Macrophage; macrophage; Erythroblasts","Myeloid cell; Dendritic cell; Macrophage; Erythroblast"
"Upregulated","CD14",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; AdultMuscle_Macrophage; FetalMuscle_Dendritic cell; TS_Muscle_macrophage; FetalMuscle_Fetal epithelial progenitor","Myeloid cells; Dendritic cell; Macrophage; macrophage; Fetal epithelial progenitor","Myeloid cell; Dendritic cell; Macrophage; Epithelial fate stem cell"
"Upregulated","CD163",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; AdultMuscle_Macrophage; TS_Muscle_macrophage","Myeloid cells; Dendritic cell; Macrophage; macrophage","Myeloid cell; Dendritic cell; Macrophage"
"Upregulated","CDC14A",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; TS_Muscle_t cell; TS_Muscle_capillary endothelial cell; TS_Muscle_cd4-positive, alpha-beta t cell","Myeloid cells; Lymphoid cells; t cell; capillary endothelial cell; cd4-positive, alpha-beta t cell","Myeloid cell; Innate lymphoid cell; T cell; Capillary endothelial cell"
"Upregulated","CSF1R",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; AdultMuscle_Dendritic cell; FetalMuscle_Macrophage; AdultMuscle_Macrophage; FetalMuscle_Dendritic cell; TS_Muscle_macrophage","Myeloid cells; Dendritic cell; Macrophage; macrophage","Myeloid cell; Dendritic cell; Macrophage"
